Capacity	Speed	FixedCost	VarCost	Vehicle
50	50	240	1

Depot	X	Y	delTime	delCost
DC	173	173	0.5	20

Name	X	Y	demRate	cap	delTime	delCost	holdCost
1	73	182	8.6	50	0.25	10	0.8
2	175	167	3.6	50	0.25	10	0.8
3	167	175	9.8	50	0.25	10	0.8
4	203	150	3	50	0.25	10	0.8
5	139	235	3	50	0.25	10	0.8
6	137	80	6.6	50	0.25	10	0.8
7	261	137	2.6	50	0.25	10	0.8
8	61	173	8.2	50	0.25	10	0.8
9	86	208	3	50	0.25	10	0.8
10	169	168	7.6	50	0.25	10	0.8
11	158	166	10	50	0.25	10	0.8
12	224	194	5.2	50	0.25	10	0.8
13	115	141	5.4	50	0.25	10	0.8
14	75	213	6.8	50	0.25	10	0.8
15	280	148	8.4	50	0.25	10	0.8
16	176	136	9.2	50	0.25	10	0.8
17	96	256	4.8	50	0.25	10	0.8
18	171	180	5.2	50	0.25	10	0.8
19	184	194	5	50	0.25	10	0.8
20	41	87	1.8	50	0.25	10	0.8
21	226	217	6.8	50	0.25	10	0.8
22	201	235	4.2	50	0.25	10	0.8
23	272	310	5.6	50	0.25	10	0.8
24	193	135	4.6	50	0.25	10	0.8
25	121	113	5.4	50	0.25	10	0.8
26	181	55	1.6	50	0.25	10	0.8
27	170	133	7.8	50	0.25	10	0.8
28	37	197	7.6	50	0.25	10	0.8
29	292	134	6	50	0.25	10	0.8
30	81	109	6	50	0.25	10	0.8
31	90	189	10	50	0.25	10	0.8
32	252	156	7.4	50	0.25	10	0.8
33	73	184	0.4	50	0.25	10	0.8
34	254	66	1.6	50	0.25	10	0.8
35	159	188	7.2	50	0.25	10	0.8
36	254	325	1.6	50	0.25	10	0.8
37	341	173	4.8	50	0.25	10	0.8
38	225	197	1.8	50	0.25	10	0.8
-1
