Capacity	Speed	FixedCost	VarCost	Vehicle
100	50	400	1.2

Depot	X	Y	delTime	delCost
DC	93	93	0.5	20

Name	X	Y	demRate	cap	delTime	delCost	holdCost
1	135	39	1.8	100	0.25	10	0.8
2	165	92	5.8	100	0.25	10	0.8
3	34	86	4.2	100	0.25	10	0.8
4	98	56	3.8	100	0.25	10	0.8
5	102	91	3.6	100	0.25	10	0.8
6	83	135	4.8	100	0.25	10	0.8
7	42	133	1.6	100	0.25	10	0.8
8	118	98	1.2	100	0.25	10	0.8
9	111	177	0.8	100	0.25	10	0.8
10	124	77	2	100	0.25	10	0.8
11	104	97	3.8	100	0.25	10	0.8
12	66	56	6.2	100	0.25	10	0.8
13	90	91	4.6	100	0.25	10	0.8
14	88	80	0.8	100	0.25	10	0.8
15	1	82	8.6	100	0.25	10	0.8
16	77	92	4.6	100	0.25	10	0.8
17	96	8	4.8	100	0.25	10	0.8
18	99	94	9.4	100	0.25	10	0.8
19	51	56	5.4	100	0.25	10	0.8
20	95	90	5.8	100	0.25	10	0.8
21	27	84	9.8	100	0.25	10	0.8
22	131	152	6.8	100	0.25	10	0.8
23	87	92	8.2	100	0.25	10	0.8
24	139	83	7.4	100	0.25	10	0.8
25	74	89	8	100	0.25	10	0.8
26	16	68	1.2	100	0.25	10	0.8
27	96	103	1.8	100	0.25	10	0.8
28	65	91	4.2	100	0.25	10	0.8
29	96	88	2	100	0.25	10	0.8
30	71	74	2.8	100	0.25	10	0.8
31	35	51	9.2	100	0.25	10	0.8
32	93	92	7.4	100	0.25	10	0.8
33	152	73	9	100	0.25	10	0.8
34	93	92	0.4	100	0.25	10	0.8
35	27	48	3	100	0.25	10	0.8
36	121	50	2	100	0.25	10	0.8
37	17	116	9	100	0.25	10	0.8
38	84	98	3.4	100	0.25	10	0.8
39	110	110	0.6	100	0.25	10	0.8
40	104	84	7.2	100	0.25	10	0.8
41	43	28	8	100	0.25	10	0.8
42	90	95	3.6	100	0.25	10	0.8
43	127	75	5.6	100	0.25	10	0.8
-1
