Capacity	Speed	FixedCost	VarCost	Vehicle
50	50	240	1

Depot	X	Y	delTime	delCost
DC	154	154	0.5	20

Name	X	Y	demRate	cap	delTime	delCost	holdCost
1	245	162	3.4	50	0.25	10	0.08
2	89	186	4	50	0.25	10	0.08
3	218	127	1.8	50	0.25	10	0.08
4	230	211	7.2	50	0.25	10	0.08
5	114	187	2	50	0.25	10	0.08
6	81	203	8	50	0.25	10	0.08
7	75	98	8	50	0.25	10	0.08
8	161	146	2	50	0.25	10	0.08
9	243	167	1.2	50	0.25	10	0.08
10	136	153	4.2	50	0.25	10	0.08
11	86	263	3.2	50	0.25	10	0.08
12	285	143	5.4	50	0.25	10	0.08
13	182	189	7.8	50	0.25	10	0.08
14	103	279	7.4	50	0.25	10	0.08
15	206	96	1	50	0.25	10	0.08
16	91	134	1.6	50	0.25	10	0.08
17	146	127	3.4	50	0.25	10	0.08
18	31	234	5.4	50	0.25	10	0.08
19	159	187	8	50	0.25	10	0.08
20	192	166	2.8	50	0.25	10	0.08
21	213	117	9.4	50	0.25	10	0.08
22	65	170	2	50	0.25	10	0.08
23	161	206	1.8	50	0.25	10	0.08
24	185	31	1.4	50	0.25	10	0.08
25	78	218	7	50	0.25	10	0.08
26	95	176	2.6	50	0.25	10	0.08
27	229	257	7.4	50	0.25	10	0.08
28	192	239	3	50	0.25	10	0.08
29	188	137	2.2	50	0.25	10	0.08
30	151	186	6.6	50	0.25	10	0.08
31	148	82	9.6	50	0.25	10	0.08
-1
