Capacity	Speed	FixedCost	VarCost	Vehicle
50	50	240	1

Depot	X	Y	delTime	delCost
DC	156	156	0.5	20

Name	X	Y	demRate	cap	delTime	delCost	holdCost
1	156	107	1.2	50	0.25	10	0.8
2	133	149	1	50	0.25	10	0.8
3	26	211	9.2	50	0.25	10	0.8
4	102	298	5.2	50	0.25	10	0.8
5	254	137	5.4	50	0.25	10	0.8
6	298	151	3	50	0.25	10	0.8
7	198	89	3	50	0.25	10	0.8
8	156	156	3.6	50	0.25	10	0.8
9	80	213	4.2	50	0.25	10	0.8
10	203	156	1.2	50	0.25	10	0.8
11	159	254	6.8	50	0.25	10	0.8
12	198	19	3.6	50	0.25	10	0.8
13	278	211	7.4	50	0.25	10	0.8
14	142	92	8.8	50	0.25	10	0.8
15	171	64	7	50	0.25	10	0.8
16	246	204	3.2	50	0.25	10	0.8
17	155	149	0.2	50	0.25	10	0.8
18	159	155	4.6	50	0.25	10	0.8
19	141	87	0.6	50	0.25	10	0.8
20	176	133	2.6	50	0.25	10	0.8
21	91	256	2.8	50	0.25	10	0.8
22	138	246	7.6	50	0.25	10	0.8
23	174	31	7	50	0.25	10	0.8
24	165	154	1	50	0.25	10	0.8
25	162	141	3.4	50	0.25	10	0.8
26	171	86	4.2	50	0.25	10	0.8
27	214	299	4.6	50	0.25	10	0.8
28	191	173	1.2	50	0.25	10	0.8
29	135	73	9.8	50	0.25	10	0.8
30	108	163	8.8	50	0.25	10	0.8
31	221	203	6.4	50	0.25	10	0.8
32	155	150	1	50	0.25	10	0.8
33	304	116	6.2	50	0.25	10	0.8
34	144	143	1.8	50	0.25	10	0.8
35	213	95	7	50	0.25	10	0.8
36	158	198	3	50	0.25	10	0.8
37	212	41	5	50	0.25	10	0.8
38	34	71	2.8	50	0.25	10	0.8
39	120	168	2.2	50	0.25	10	0.8
40	191	42	6	50	0.25	10	0.8
41	51	265	9.2	50	0.25	10	0.8
42	169	164	0.2	50	0.25	10	0.8
43	250	108	7.8	50	0.25	10	0.8
44	99	146	2.6	50	0.25	10	0.8
45	268	126	2.6	50	0.25	10	0.8
46	236	176	2	50	0.25	10	0.8
47	152	147	1	50	0.25	10	0.8
48	91	143	0.2	50	0.25	10	0.8
49	123	173	4.4	50	0.25	10	0.8
50	157	153	6.8	50	0.25	10	0.8
51	232	121	8.8	50	0.25	10	0.8
52	174	173	7	50	0.25	10	0.8
53	125	195	8.8	50	0.25	10	0.8
54	215	155	8.8	50	0.25	10	0.8
55	121	120	2.2	50	0.25	10	0.8
56	17	158	8.6	50	0.25	10	0.8
57	174	233	8	50	0.25	10	0.8
58	134	98	7.6	50	0.25	10	0.8
59	216	139	9.6	50	0.25	10	0.8
60	45	128	6.8	50	0.25	10	0.8
61	91	43	1.2	50	0.25	10	0.8
62	102	22	5.8	50	0.25	10	0.8
-1
