Capacity	Speed	FixedCost	VarCost	Vehicle
50	50	240	1

Depot	X	Y	delTime	delCost
DC	152	152	0.5	20

Name	X	Y	demRate	cap	delTime	delCost	holdCost
1	183	184	2.4	50	0.25	10	0.08
2	80	167	8.2	50	0.25	10	0.08
3	169	165	3.4	50	0.25	10	0.08
4	186	163	3.6	50	0.25	10	0.08
5	143	200	3.2	50	0.25	10	0.08
6	58	127	3.8	50	0.25	10	0.08
7	171	100	3	50	0.25	10	0.08
8	93	172	8	50	0.25	10	0.08
9	152	151	1.6	50	0.25	10	0.08
10	249	124	9.4	50	0.25	10	0.08
11	155	201	8.2	50	0.25	10	0.08
12	191	71	5.4	50	0.25	10	0.08
13	145	137	0.2	50	0.25	10	0.08
14	154	152	2	50	0.25	10	0.08
15	123	25	5.6	50	0.25	10	0.08
16	140	251	8	50	0.25	10	0.08
17	203	82	5.2	50	0.25	10	0.08
18	144	162	7.8	50	0.25	10	0.08
19	42	167	7.8	50	0.25	10	0.08
20	227	82	1.8	50	0.25	10	0.08
21	158	155	5.4	50	0.25	10	0.08
22	189	150	9.2	50	0.25	10	0.08
23	258	184	0.6	50	0.25	10	0.08
24	23	95	3.2	50	0.25	10	0.08
25	121	7	2.4	50	0.25	10	0.08
26	150	153	7.6	50	0.25	10	0.08
27	223	90	5	50	0.25	10	0.08
28	76	216	6.4	50	0.25	10	0.08
29	67	58	4	50	0.25	10	0.08
30	244	147	9.6	50	0.25	10	0.08
31	37	206	4.6	50	0.25	10	0.08
32	56	185	1	50	0.25	10	0.08
33	218	94	3.4	50	0.25	10	0.08
34	157	295	3.6	50	0.25	10	0.08
35	118	105	7.2	50	0.25	10	0.08
36	278	82	3.4	50	0.25	10	0.08
37	56	137	8.6	50	0.25	10	0.08
38	152	275	6.6	50	0.25	10	0.08
39	142	198	6.4	50	0.25	10	0.08
40	128	15	10	50	0.25	10	0.08
41	144	118	0.6	50	0.25	10	0.08
42	69	189	2.8	50	0.25	10	0.08
43	150	62	0.6	50	0.25	10	0.08
-1
