Capacity	Speed	FixedCost	VarCost	Vehicle
50	50	240	1

Depot	X	Y	delTime	delCost
DC	171	171	0.5	20

Name	X	Y	demRate	cap	delTime	delCost	holdCost
1	154	181	10	50	0.25	10	0.8
2	186	128	5.6	50	0.25	10	0.8
3	109	266	8.6	50	0.25	10	0.8
4	52	173	1	50	0.25	10	0.8
5	281	220	2.8	50	0.25	10	0.8
6	208	176	6.8	50	0.25	10	0.8
7	196	240	3.6	50	0.25	10	0.8
8	246	96	1.2	50	0.25	10	0.8
9	157	119	10	50	0.25	10	0.8
10	4	135	6.8	50	0.25	10	0.8
11	140	116	4.2	50	0.25	10	0.8
12	163	181	6	50	0.25	10	0.8
13	70	146	3.6	50	0.25	10	0.8
14	334	136	10	50	0.25	10	0.8
15	325	124	2.8	50	0.25	10	0.8
16	187	196	4	50	0.25	10	0.8
17	47	237	1.6	50	0.25	10	0.8
18	205	209	7.2	50	0.25	10	0.8
19	141	190	8.6	50	0.25	10	0.8
20	253	284	3.8	50	0.25	10	0.8
21	110	192	6.6	50	0.25	10	0.8
22	60	63	8.2	50	0.25	10	0.8
23	338	191	0.2	50	0.25	10	0.8
24	199	136	5.2	50	0.25	10	0.8
25	48	61	2.6	50	0.25	10	0.8
26	67	205	0.6	50	0.25	10	0.8
27	213	200	4.8	50	0.25	10	0.8
28	128	60	6.6	50	0.25	10	0.8
29	111	104	9.8	50	0.25	10	0.8
30	119	289	5.6	50	0.25	10	0.8
31	80	134	1.4	50	0.25	10	0.8
32	186	209	4.6	50	0.25	10	0.8
33	15	193	6.8	50	0.25	10	0.8
34	152	262	5	50	0.25	10	0.8
35	183	176	1.6	50	0.25	10	0.8
36	91	109	7.2	50	0.25	10	0.8
37	231	196	1.4	50	0.25	10	0.8
38	117	152	4.8	50	0.25	10	0.8
39	180	177	0.8	50	0.25	10	0.8
40	171	170	1.8	50	0.25	10	0.8
41	55	165	8.2	50	0.25	10	0.8
42	235	86	7	50	0.25	10	0.8
43	181	221	5.8	50	0.25	10	0.8
44	314	244	6.2	50	0.25	10	0.8
45	170	187	8.4	50	0.25	10	0.8
46	160	171	9.6	50	0.25	10	0.8
47	188	187	4.2	50	0.25	10	0.8
48	264	176	2.2	50	0.25	10	0.8
49	181	167	2.6	50	0.25	10	0.8
50	175	156	1.4	50	0.25	10	0.8
51	159	172	4.4	50	0.25	10	0.8
52	44	137	3.2	50	0.25	10	0.8
53	174	200	6	50	0.25	10	0.8
54	187	102	5.8	50	0.25	10	0.8
55	177	121	4.6	50	0.25	10	0.8
56	311	242	2.4	50	0.25	10	0.8
57	198	199	1	50	0.25	10	0.8
-1
